"Id","SeriesStep","SampleYear","Abundance","AbundanceScale","AbundanceLogScale"
"GPDD_1180",22,1946,0,0.174165559170838,-1.74774894265922
"GPDD_1180",23,1947,1,0.522496677512515,-0.649136653991111
"GPDD_1180",24,1948,0,0.174165559170838,-1.74774894265922
"GPDD_1180",25,1949,1,0.522496677512515,-0.649136653991111
"GPDD_1180",26,1950,0.5,0.348331118341677,-1.05460176209928
"GPDD_1180",27,1951,1,0.522496677512515,-0.649136653991111
"GPDD_1180",28,1952,4,1.56749003253755,0.449475634676999
"GPDD_1180",29,1953,4,1.56749003253755,0.449475634676999
"GPDD_1180",30,1954,6,2.2641522692209,0.817200414802316
"GPDD_1180",31,1955,4,1.56749003253755,0.449475634676999
"GPDD_1180",32,1956,6,2.2641522692209,0.817200414802316
"GPDD_1180",33,1957,3,1.21915891419587,0.198161206396093
"GPDD_1180",34,1958,8,2.96081450590425,1.085464401397
"GPDD_1180",35,1959,10,3.65747674258761,1.2967734950642
"GPDD_1180",36,1960,7,2.61248338756258,0.96030125844299
"GPDD_1180",37,1961,6,2.2641522692209,0.817200414802316
"GPDD_1180",38,1962,7,2.61248338756258,0.96030125844299
"GPDD_1180",39,1963,4,1.56749003253755,0.449475634676999
"GPDD_1180",40,1964,7,2.61248338756258,0.96030125844299
"GPDD_1180",41,1965,9,3.30914562424593,1.19669003650722
"GPDD_1180",42,1966,6,2.2641522692209,0.817200414802316
"GPDD_1180",43,1967,3,1.21915891419587,0.198161206396093
"GPDD_1180",44,1968,2,0.870827795854192,-0.13831103022512
"GPDD_1180",45,1969,5,1.91582115087922,0.65014633013915
"GPDD_1180",46,1970,4,1.56749003253755,0.449475634676999
"GPDD_1180",47,1971,7,2.61248338756258,0.96030125844299
"GPDD_1180",48,1972,9,3.30914562424593,1.19669003650722
"GPDD_1180",49,1973,4,1.56749003253755,0.449475634676999
"GPDD_1180",50,1974,5,1.91582115087922,0.65014633013915
"GPDD_1180",51,1975,7,2.61248338756258,0.96030125844299
"GPDD_1180",52,1976,5,1.91582115087922,0.65014633013915
"GPDD_1181",0,1924,5,0.79271636582481,-0.23228979367937
"GPDD_1181",1,NA,NA,NA,NA
"GPDD_1181",2,1926,3,0.504455869161242,-0.684274917422427
"GPDD_1181",3,1927,12,1.80162810414729,0.58869075839046
"GPDD_1181",4,1928,0,0.0720651241658918,-2.63018506647774
"GPDD_1181",5,1929,4,0.648586117493026,-0.432960489141521
"GPDD_1181",6,NA,NA,NA,NA
"GPDD_1181",7,NA,NA,NA,NA
"GPDD_1181",8,NA,NA,NA,NA
"GPDD_1181",9,1933,2,0.360325620829459,-1.02074715404364
"GPDD_1181",10,1934,20,2.95467009080156,1.08338700022657
"GPDD_1181",11,1935,0,0.0720651241658918,-2.63018506647774
"GPDD_1181",12,NA,NA,NA,NA
"GPDD_1181",13,1937,8,1.22510711082016,0.203028277578476
"GPDD_1181",14,1938,6,0.936846614156593,-0.0652357090162036
"GPDD_1181",15,1939,10,1.51336760748373,0.414337371245683
"GPDD_1181",16,1940,18,2.666409594138,0.980732846166484
"GPDD_1181",17,1941,5,0.79271636582481,-0.23228979367937
"GPDD_1181",18,1942,6,0.936846614156593,-0.0652357090162036
"GPDD_1181",19,1943,6,0.936846614156593,-0.0652357090162036
"GPDD_1181",20,1944,8,1.22510711082016,0.203028277578476
"GPDD_1181",21,1945,15,2.23401884914264,0.803802138007406
"GPDD_1181",22,1946,6,0.936846614156593,-0.0652357090162036
"GPDD_1181",23,1947,12,1.80162810414729,0.58869075839046
"GPDD_1181",24,1948,26,3.81945158079226,1.34010684707438
"GPDD_1181",25,1949,7,1.08097686248838,0.0778651346244697
"GPDD_1181",26,1950,9,1.36923735915194,0.3142539126887
"GPDD_1181",27,1951,28,4.10771207745583,1.41286620135681
"GPDD_1181",28,1952,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",29,1953,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",30,1954,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",31,1955,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",32,1956,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",33,1957,2,0.360325620829459,-1.02074715404364
"GPDD_1181",34,1958,6,0.936846614156593,-0.0652357090162036
"GPDD_1181",35,1959,1,0.216195372497675,-1.53157277780963
"GPDD_1181",36,1960,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",37,1961,16,2.37814909747443,0.86632249498874
"GPDD_1181",38,1962,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",39,1963,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",40,1964,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",41,1965,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",42,1966,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",43,1967,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",44,1968,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",45,1969,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",46,1970,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",47,1971,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",48,1972,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",49,1973,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",50,1974,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",51,1975,0.5,0.144130248331784,-1.9370378859178
"GPDD_1181",52,1976,0.5,0.144130248331784,-1.9370378859178
"GPDD_1183",0,1924,1,1.48116210015541,0.392826982473285
"GPDD_1183",1,NA,NA,NA,NA
"GPDD_1183",2,1926,1,1.48116210015541,0.392826982473285
"GPDD_1183",3,1927,4,4.44348630046624,1.4914392711414
"GPDD_1183",4,1928,3,3.45604490036263,1.24012484286049
"GPDD_1183",5,1929,0,0.493720700051804,-0.705785306194824
"GPDD_1183",6,NA,NA,NA,NA
"GPDD_1183",7,NA,NA,NA,NA
"GPDD_1183",8,NA,NA,NA,NA
"GPDD_1183",9,1933,2,2.46860350025902,0.903652606239276
"GPDD_1183",10,1934,2,2.46860350025902,0.903652606239276
"GPDD_1183",11,1935,4,4.44348630046624,1.4914392711414
"GPDD_1183",12,NA,NA,NA,NA
"GPDD_1183",13,1937,2,2.46860350025902,0.903652606239276
"GPDD_1183",14,1938,2,2.46860350025902,0.903652606239276
"GPDD_1183",15,1939,2,2.46860350025902,0.903652606239276
"GPDD_1183",16,1940,0,0.493720700051804,-0.705785306194824
"GPDD_1183",17,1941,2,2.46860350025902,0.903652606239276
"GPDD_1183",18,1942,2,2.46860350025902,0.903652606239276
"GPDD_1183",19,1943,2,2.46860350025902,0.903652606239276
"GPDD_1183",20,1944,2,2.46860350025902,0.903652606239276
"GPDD_1183",21,1945,1,1.48116210015541,0.392826982473285
"GPDD_1183",22,1946,2,2.46860350025902,0.903652606239276
"GPDD_1183",23,1947,2,2.46860350025902,0.903652606239276
"GPDD_1183",24,1948,0.5,0.987441400103608,-0.012638125634879
"GPDD_1183",25,1949,2,2.46860350025902,0.903652606239276
"GPDD_1183",26,1950,0,0.493720700051804,-0.705785306194824
"GPDD_1183",27,1951,0,0.493720700051804,-0.705785306194824
"GPDD_1183",28,1952,1,1.48116210015541,0.392826982473285
"GPDD_1183",29,1953,3,3.45604490036263,1.24012484286049
"GPDD_1183",30,1954,2,2.46860350025902,0.903652606239276
"GPDD_1183",31,1955,1,1.48116210015541,0.392826982473285
"GPDD_1183",32,1956,2,2.46860350025902,0.903652606239276
"GPDD_1183",33,1957,3,3.45604490036263,1.24012484286049
"GPDD_1183",34,1958,1,1.48116210015541,0.392826982473285
"GPDD_1183",35,1959,1,1.48116210015541,0.392826982473285
"GPDD_1183",36,1960,0,0.493720700051804,-0.705785306194824
"GPDD_1183",37,1961,3,3.45604490036263,1.24012484286049
"GPDD_1183",38,1962,1,1.48116210015541,0.392826982473285
"GPDD_1183",39,1963,2,2.46860350025902,0.903652606239276
"GPDD_1183",40,1964,3,3.45604490036263,1.24012484286049
"GPDD_1183",41,1965,2,2.46860350025902,0.903652606239276
"GPDD_1183",42,1966,1,1.48116210015541,0.392826982473285
"GPDD_1183",43,1967,0.5,0.987441400103608,-0.012638125634879
"GPDD_1183",44,1968,2,2.46860350025902,0.903652606239276
"GPDD_1183",45,1969,1,1.48116210015541,0.392826982473285
"GPDD_1183",46,1970,1,1.48116210015541,0.392826982473285
"GPDD_1183",47,1971,0,0.493720700051804,-0.705785306194824
"GPDD_1183",48,1972,1,1.48116210015541,0.392826982473285
"GPDD_1183",49,1973,0.5,0.987441400103608,-0.012638125634879
"GPDD_1183",50,1974,1,1.48116210015541,0.392826982473285
"GPDD_1183",51,1975,1,1.48116210015541,0.392826982473285
"GPDD_1183",52,1976,1,1.48116210015541,0.392826982473285
"GPDD_1184",0,1926,2,1.3024508169941,0.264247733467257
"GPDD_1184",1,1927,1,0.781470490196459,-0.246577890298734
"GPDD_1184",2,1928,2,1.3024508169941,0.264247733467257
"GPDD_1184",3,1929,0,0.26049016339882,-1.34519017896684
"GPDD_1184",4,NA,NA,NA,NA
"GPDD_1184",5,NA,NA,NA,NA
"GPDD_1184",6,NA,NA,NA,NA
"GPDD_1184",7,1933,0,0.26049016339882,-1.34519017896684
"GPDD_1184",8,1934,0,0.26049016339882,-1.34519017896684
"GPDD_1184",9,1935,10,5.47029343137521,1.69933225875658
"GPDD_1184",10,NA,NA,NA,NA
"GPDD_1184",11,1937,0,0.26049016339882,-1.34519017896684
"GPDD_1184",12,1938,4,2.34441147058938,0.852034398369376
"GPDD_1184",13,1939,3,1.82343114379174,0.60071997008847
"GPDD_1184",14,1940,2,1.3024508169941,0.264247733467257
"GPDD_1184",15,1941,3,1.82343114379174,0.60071997008847
"GPDD_1184",16,1942,3,1.82343114379174,0.60071997008847
"GPDD_1184",17,1943,5,2.86539179738702,1.05270509383153
"GPDD_1184",18,1944,2,1.3024508169941,0.264247733467257
"GPDD_1184",19,1945,2,1.3024508169941,0.264247733467257
"GPDD_1184",20,1946,1,0.781470490196459,-0.246577890298734
"GPDD_1184",21,1947,6,3.38637212418466,1.21975917849469
"GPDD_1184",22,1948,3,1.82343114379174,0.60071997008847
"GPDD_1184",23,1949,3,1.82343114379174,0.60071997008847
"GPDD_1184",24,1950,2,1.3024508169941,0.264247733467257
"GPDD_1184",25,1951,4,2.34441147058938,0.852034398369376
"GPDD_1184",26,1952,3,1.82343114379174,0.60071997008847
"GPDD_1184",27,1953,4,2.34441147058938,0.852034398369376
"GPDD_1184",28,1954,3,1.82343114379174,0.60071997008847
"GPDD_1184",29,1955,1,0.781470490196459,-0.246577890298734
"GPDD_1184",30,1956,1,0.781470490196459,-0.246577890298734
"GPDD_1184",31,1957,1,0.781470490196459,-0.246577890298734
"GPDD_1184",32,1958,5,2.86539179738702,1.05270509383153
"GPDD_1184",33,1959,1,0.781470490196459,-0.246577890298734
"GPDD_1184",34,1960,4,2.34441147058938,0.852034398369376
"GPDD_1184",35,1961,1,0.781470490196459,-0.246577890298734
"GPDD_1184",36,1962,1,0.781470490196459,-0.246577890298734
"GPDD_1184",37,1963,2,1.3024508169941,0.264247733467257
"GPDD_1184",38,1964,5,2.86539179738702,1.05270509383153
"GPDD_1184",39,1965,2,1.3024508169941,0.264247733467257
"GPDD_1184",40,1966,1,0.781470490196459,-0.246577890298734
"GPDD_1184",41,1967,2,1.3024508169941,0.264247733467257
"GPDD_1184",42,1968,3,1.82343114379174,0.60071997008847
"GPDD_1184",43,1969,4,2.34441147058938,0.852034398369376
"GPDD_1184",44,1970,3,1.82343114379174,0.60071997008847
"GPDD_1184",45,1971,6,3.38637212418466,1.21975917849469
"GPDD_1184",46,1972,0.5,0.520980326797639,-0.652042998406898
"GPDD_1184",47,1973,1,0.781470490196459,-0.246577890298734
"GPDD_1184",48,1974,1,0.781470490196459,-0.246577890298734
"GPDD_1184",49,1975,2,1.3024508169941,0.264247733467257
"GPDD_1184",50,1976,3,1.82343114379174,0.60071997008847
"GPDD_1187",0,1924,7,2.31247123653771,0.838316752073124
"GPDD_1187",1,NA,NA,NA,NA
"GPDD_1187",2,1926,16,5.28564854065762,1.66499532525759
"GPDD_1187",3,1927,12,3.96423640549322,1.37731325280581
"GPDD_1187",4,1928,4,1.32141213516441,0.278700964137701
"GPDD_1187",5,1929,4,1.32141213516441,0.278700964137701
"GPDD_1187",6,NA,NA,NA,NA
"GPDD_1187",7,NA,NA,NA,NA
"GPDD_1187",8,NA,NA,NA,NA
"GPDD_1187",9,1933,10,3.30353033791101,1.19499169601186
"GPDD_1187",10,1934,10,3.30353033791101,1.19499169601186
"GPDD_1187",11,1935,6,1.98211820274661,0.684166072245866
"GPDD_1187",12,NA,NA,NA,NA
"GPDD_1187",13,1937,2,0.660706067582203,-0.414446216422244
"GPDD_1187",14,1938,2,0.660706067582203,-0.414446216422244
"GPDD_1187",15,1939,1,0.330353033791101,-1.10759339698219
"GPDD_1187",16,1940,1,0.330353033791101,-1.10759339698219
"GPDD_1187",17,1941,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",18,1942,1,0.330353033791101,-1.10759339698219
"GPDD_1187",19,1943,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",20,1944,4,1.32141213516441,0.278700964137701
"GPDD_1187",21,1945,2,0.660706067582203,-0.414446216422244
"GPDD_1187",22,1946,2,0.660706067582203,-0.414446216422244
"GPDD_1187",23,1947,2,0.660706067582203,-0.414446216422244
"GPDD_1187",24,1948,2,0.660706067582203,-0.414446216422244
"GPDD_1187",25,1949,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",26,1950,1,0.330353033791101,-1.10759339698219
"GPDD_1187",27,1951,1,0.330353033791101,-1.10759339698219
"GPDD_1187",28,1952,2,0.660706067582203,-0.414446216422244
"GPDD_1187",29,1953,4,1.32141213516441,0.278700964137701
"GPDD_1187",30,1954,5,1.65176516895551,0.501844515451911
"GPDD_1187",31,1955,4,1.32141213516441,0.278700964137701
"GPDD_1187",32,1956,6,1.98211820274661,0.684166072245866
"GPDD_1187",33,1957,2,0.660706067582203,-0.414446216422244
"GPDD_1187",34,1958,4,1.32141213516441,0.278700964137701
"GPDD_1187",35,1959,4,1.32141213516441,0.278700964137701
"GPDD_1187",36,1960,5,1.65176516895551,0.501844515451911
"GPDD_1187",37,1961,2,0.660706067582203,-0.414446216422244
"GPDD_1187",38,1962,1,0.330353033791101,-1.10759339698219
"GPDD_1187",39,1963,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",40,1964,5,1.65176516895551,0.501844515451911
"GPDD_1187",41,1965,2,0.660706067582203,-0.414446216422244
"GPDD_1187",42,1966,1,0.330353033791101,-1.10759339698219
"GPDD_1187",43,1967,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",44,1968,1,0.330353033791101,-1.10759339698219
"GPDD_1187",45,1969,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",46,1970,4,1.32141213516441,0.278700964137701
"GPDD_1187",47,1971,3,0.991059101373304,-0.00898110831407978
"GPDD_1187",48,1972,2,0.660706067582203,-0.414446216422244
"GPDD_1187",49,1973,2,0.660706067582203,-0.414446216422244
"GPDD_1187",50,1974,5,1.65176516895551,0.501844515451911
"GPDD_1187",51,1975,2,0.660706067582203,-0.414446216422244
"GPDD_1187",52,1976,2,0.660706067582203,-0.414446216422244
"GPDD_1188",0,1924,15,1.09005994507545,0.086232690210917
"GPDD_1188",1,NA,NA,NA,NA
"GPDD_1188",2,1926,25,1.79332442576928,0.584071118450097
"GPDD_1188",3,1927,20,1.44169218542236,0.365817552430079
"GPDD_1188",4,1928,3,0.246142568242843,-1.40184436521892
"GPDD_1188",5,1929,1,0.105489672104075,-2.24914222560612
"GPDD_1188",6,NA,NA,NA,NA
"GPDD_1188",7,NA,NA,NA,NA
"GPDD_1188",8,NA,NA,NA,NA
"GPDD_1188",9,1933,10,0.738427704728528,-0.303232076550806
"GPDD_1188",10,1934,10,0.738427704728528,-0.303232076550806
"GPDD_1188",11,1935,85,6.0129113099323,1.79390904222843
"GPDD_1188",12,NA,NA,NA,NA
"GPDD_1188",13,1937,0,0.0351632240346918,-3.34775451427423
"GPDD_1188",14,1938,0,0.0351632240346918,-3.34775451427423
"GPDD_1188",15,1939,5,0.38679546438161,-0.949859241475859
"GPDD_1188",16,1940,0,0.0351632240346918,-3.34775451427423
"GPDD_1188",17,1941,9,0.668101256659144,-0.403315535107789
