"Site","Name","Level","Year","Month","Abundance","AbundanceScale","AbundanceLogScale"
"Loch Leven","Cyclops.abyssorum","SP",1979,4,11.872,0.94254174272455,-0.0591750712777984
"Loch Leven","Cyclops.abyssorum","SP",1979,5,21.0525,1.66956278700977,0.512561787966201
"Loch Leven","Cyclops.abyssorum","SP",1979,6,13.9875,1.11007216254759,0.104425024515232
"Loch Leven","Cyclops.abyssorum","SP",1979,7,10.305,0.818448068480778,-0.200345331366727
"Loch Leven","Cyclops.abyssorum","SP",1979,8,6.1275,0.48762399435611,-0.718210673487903
"Loch Leven","Cyclops.abyssorum","SP",1979,9,15.38,1.22034685392248,0.199135124831566
"Loch Leven","Cyclops.abyssorum","SP",1979,10,6.794,0.540405381646137,-0.615435714311081
"Loch Leven","Cyclops.abyssorum","SP",1979,11,2.11,0.169470620856204,-1.7750756954667
"Loch Leven","Cyclops.abyssorum","SP",1979,12,0.693333333333333,0.0572821257411156,-2.8597666456162
"Loch Leven","Cyclops.abyssorum","SP",1980,1,0.71,0.0586019903895284,-2.83698661728438
"Loch Leven","Cyclops.abyssorum","SP",1980,2,2.6825,0.214807971529183,-1.53801080563388
"Loch Leven","Cyclops.abyssorum","SP",1980,3,7.024,0.558619513794234,-0.582286692686598
"Loch Leven","Cyclops.abyssorum","SP",1980,4,11.345,0.900807622541737,-0.104463559663445
"Loch Leven","Cyclops.abyssorum","SP",1980,5,9.615,0.763805672036488,-0.269441878142766
"Loch Leven","Cyclops.abyssorum","SP",1980,6,27.348,2.16811526065474,0.773858246672862
"Loch Leven","Cyclops.abyssorum","SP",1980,7,10.4325,0.828545033041136,-0.188084088684865
"Loch Leven","Cyclops.abyssorum","SP",1980,8,10.0433333333333,0.797726193500695,-0.225989856323978
"Loch Leven","Cyclops.abyssorum","SP",1980,9,9.07,0.72064609803339,-0.327607110977654
"Loch Leven","Cyclops.abyssorum","SP",1980,10,13.3775,1.06176511641568,0.0599327273744845
"Loch Leven","Cyclops.abyssorum","SP",1980,11,11.46,0.909914688615786,-0.0944044326397944
"Loch Leven","Cyclops.abyssorum","SP",1980,12,7.515,0.597502726336475,-0.514996432280647
"Loch Leven","Cyclops.abyssorum","SP",1981,1,1.64,0.132250437770963,-2.02305789807179
"Loch Leven","Cyclops.abyssorum","SP",1981,2,3.2275,0.257967545532282,-1.3549214944836
"Loch Leven","Cyclops.abyssorum","SP",1981,3,10.158,0.806806862281777,-0.214670967383248
"Loch Leven","Cyclops.abyssorum","SP",1981,4,38.1,3.01958634263881,1.10511984936901
"Loch Leven","Cyclops.abyssorum","SP",1981,5,25.8575,2.05007976514718,0.717878702221244
"Loch Leven","Cyclops.abyssorum","SP",1981,6,25.746,2.0412498706493,0.71356230193416
"Loch Leven","Cyclops.abyssorum","SP",1981,7,2.4575,0.196989798775611,-1.62460333444985
"Loch Leven","Cyclops.abyssorum","SP",1981,8,1.01,0.0823595540609588,-2.49666081134718
"Loch Leven","Cyclops.abyssorum","SP",1981,9,1.5925,0.128488823522986,-2.05191335490435
"Loch Leven","Cyclops.abyssorum","SP",1981,10,2.8675,0.229458469126566,-1.47203322826869
"Loch Leven","Cyclops.abyssorum","SP",1981,11,12.245,0.972080313556028,-0.0283168508198746
"Loch Leven","Cyclops.abyssorum","SP",1981,12,22.12,1.75410011774061,0.561955971990686
"Loch Leven","Cyclops.abyssorum","SP",1982,1,9.28,0.737276392603391,-0.304792433211483
"Loch Leven","Cyclops.abyssorum","SP",1982,2,10.865,0.862795520667448,-0.147577556103876
"Loch Leven","Cyclops.abyssorum","SP",1982,3,15.8066666666667,1.25413538892185,0.226446402030264
"Loch Leven","Cyclops.abyssorum","SP",1982,4,28.785,2.28191399064089,0.825014560388171
"Loch Leven","Cyclops.abyssorum","SP",1982,5,30.2166666666667,2.39529036393956,0.873504461067251
"Loch Leven","Cyclops.abyssorum","SP",1982,6,31.0066666666667,2.45785194827432,0.899287776731871
"Loch Leven","Cyclops.abyssorum","SP",1982,7,3.35,0.267668550698116,-1.31800581500553
"Loch Leven","Cyclops.abyssorum","SP",1982,8,3.31333333333333,0.264764848471608,-1.32891321119473
"Loch Leven","Cyclops.abyssorum","SP",1982,9,5.57333333333333,0.443738494796384,-0.812519865748045
"Loch Leven","Cyclops.abyssorum","SP",1982,10,11.545,0.916645998322691,-0.0870339245281609
"Loch Leven","Cyclops.abyssorum","SP",1982,11,15.28,1.212427666032,0.192624685169134
"Loch Leven","Cyclops.abyssorum","SP",1982,12,7.31,0.581268391160998,-0.542542681874035
"Loch Leven","Cyclops.abyssorum","SP",1983,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1983,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1984,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1985,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1986,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1987,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1988,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1989,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1989,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1989,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1989,4,19.64,1.55770425805679,0.443213107900509
"Loch Leven","Cyclops.abyssorum","SP",1989,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1989,6,12.7,1.0081126184577,0.00807988806885635
"Loch Leven","Cyclops.abyssorum","SP",1989,7,3.375,0.269648347670735,-1.31063658489898
"Loch Leven","Cyclops.abyssorum","SP",1989,8,3.97,0.316767515619072,-1.14958716338057
"Loch Leven","Cyclops.abyssorum","SP",1989,9,12.7,1.0081126184577,0.00807988806885635
"Loch Leven","Cyclops.abyssorum","SP",1989,10,12.7,1.0081126184577,0.00807988806885635
"Loch Leven","Cyclops.abyssorum","SP",1989,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1989,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,6,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,7,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,8,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,9,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,10,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1990,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,5,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,6,10,0.794294545414824,-0.230300922526615
"Loch Leven","Cyclops.abyssorum","SP",1991,7,17.9666666666667,1.42518984735615,0.354305031061629
"Loch Leven","Cyclops.abyssorum","SP",1991,8,5.03333333333333,0.400974880187809,-0.913856496560888
"Loch Leven","Cyclops.abyssorum","SP",1991,9,7.6,0.604234036043381,-0.503793679204093
"Loch Leven","Cyclops.abyssorum","SP",1991,10,5.9,0.469607841905275,-0.755857311490825
"Loch Leven","Cyclops.abyssorum","SP",1991,11,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1991,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1992,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1992,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1992,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1992,4,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1992,5,44.8,3.55017193130075,1.26699603366689
"Loch Leven","Cyclops.abyssorum","SP",1992,6,27.24,2.15956253773303,0.769905672357039
"Loch Leven","Cyclops.abyssorum","SP",1992,7,18.0333333333333,1.43046930594979,0.358002576409453
"Loch Leven","Cyclops.abyssorum","SP",1992,8,5.4,0.430011902452891,-0.843942390554615
"Loch Leven","Cyclops.abyssorum","SP",1992,9,5.24,0.417341201828128,-0.873851161947188
"Loch Leven","Cyclops.abyssorum","SP",1992,10,8.65,0.687385508893387,-0.3748599958282
"Loch Leven","Cyclops.abyssorum","SP",1992,11,18.125,1.43772856151607,0.363064480365841
"Loch Leven","Cyclops.abyssorum","SP",1992,12,13.6333333333333,1.08202503876881,0.0788343213476753
"Loch Leven","Cyclops.abyssorum","SP",1993,1,5,0.398335150890984,-0.920461540388811
"Loch Leven","Cyclops.abyssorum","SP",1993,2,8.275,0.657688554304099,-0.4190237814352
"Loch Leven","Cyclops.abyssorum","SP",1993,3,5.7,0.453769466124321,-0.79016599377381
"Loch Leven","Cyclops.abyssorum","SP",1993,4,13.92,1.10472671072152,0.099597983766916
"Loch Leven","Cyclops.abyssorum","SP",1993,5,32.325,2.56225324196377,0.940887044008771
"Loch Leven","Cyclops.abyssorum","SP",1993,6,11.375,0.90318337890888,-0.101829668764107
"Loch Leven","Cyclops.abyssorum","SP",1993,7,1.94,0.156008001442393,-1.85784798175056
"Loch Leven","Cyclops.abyssorum","SP",1993,8,0.875,0.0716686504088151,-2.63570185978267
"Loch Leven","Cyclops.abyssorum","SP",1993,9,4.48,0.357155373860504,-1.02958437098587
"Loch Leven","Cyclops.abyssorum","SP",1993,10,30,2.37813212351019,0.86631535749478
"Loch Leven","Cyclops.abyssorum","SP",1993,11,35.3,2.79784908170546,1.0288509368706
"Loch Leven","Cyclops.abyssorum","SP",1993,12,52.3,4.14411102308651,1.42168829588366
"Loch Leven","Cyclops.abyssorum","SP",1994,1,22.9,1.81586978328633,0.596564572369354
"Loch Leven","Cyclops.abyssorum","SP",1994,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1994,3,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1994,4,10.5,0.833890484867208,-0.181653198354575
"Loch Leven","Cyclops.abyssorum","SP",1994,5,24.525,1.94455658650658,0.665033974990749
"Loch Leven","Cyclops.abyssorum","SP",1994,6,29.35,2.32665740222209,0.844432646245273
"Loch Leven","Cyclops.abyssorum","SP",1994,7,31.675,2.51077852067567,0.920592872651536
"Loch Leven","Cyclops.abyssorum","SP",1994,8,39.72,3.14787718646453,1.14672831659988
"Loch Leven","Cyclops.abyssorum","SP",1994,9,9.5,0.75469860596244,-0.281436806834348
"Loch Leven","Cyclops.abyssorum","SP",1994,10,5.5,0.437931090343368,-0.825693708966215
"Loch Leven","Cyclops.abyssorum","SP",1994,11,0.8,0.0657292594909575,-2.72221110269195
"Loch Leven","Cyclops.abyssorum","SP",1994,12,0.8,0.0657292594909575,-2.72221110269195
"Loch Leven","Cyclops.abyssorum","SP",1995,1,0.5,0.0419716958195271,-3.17075979693643
"Loch Leven","Cyclops.abyssorum","SP",1995,2,0.5,0.0419716958195271,-3.17075979693643
"Loch Leven","Cyclops.abyssorum","SP",1995,3,0.966666666666667,0.0789279059750856,-2.53922042576597
"Loch Leven","Cyclops.abyssorum","SP",1995,4,3.35,0.267668550698116,-1.31800581500553
"Loch Leven","Cyclops.abyssorum","SP",1995,5,9.92,0.787959195102443,-0.238308973329957
"Loch Leven","Cyclops.abyssorum","SP",1995,6,3.2,0.255789768862401,-1.36339938726589
"Loch Leven","Cyclops.abyssorum","SP",1995,7,0.45,0.0380121018742887,-3.26985069958066
"Loch Leven","Cyclops.abyssorum","SP",1995,8,0.3,0.0261333200385735,-3.64454414902207
"Loch Leven","Cyclops.abyssorum","SP",1995,9,0.633333333333333,0.0525306130068295,-2.94635917443217
"Loch Leven","Cyclops.abyssorum","SP",1995,10,2.1,0.168678702067156,-1.77975954477913
"Loch Leven","Cyclops.abyssorum","SP",1995,11,0.85,0.0696888534361959,-2.66371489601034
"Loch Leven","Cyclops.abyssorum","SP",1995,12,0.3,0.0261333200385735,-3.64454414902207
"Loch Leven","Cyclops.abyssorum","SP",1996,1,1,0.0815676352719111,-2.50632272225891
"Loch Leven","Cyclops.abyssorum","SP",1996,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",1996,3,0.3,0.0261333200385735,-3.64454414902207
"Loch Leven","Cyclops.abyssorum","SP",1996,4,1.6,0.129082762614772,-2.04730150968179
"Loch Leven","Cyclops.abyssorum","SP",1996,5,18.45,1.46346592216011,0.380807541713079
"Loch Leven","Cyclops.abyssorum","SP",1996,6,4.05,0.323102865931454,-1.12978453608439
"Loch Leven","Cyclops.abyssorum","SP",1996,7,0.48,0.0403878582414317,-3.20922607776422
"Loch Leven","Cyclops.abyssorum","SP",1996,8,2.7,0.216193829410017,-1.53157991530359
"Loch Leven","Cyclops.abyssorum","SP",1996,9,9.125,0.725001651373152,-0.321581346373985
"Loch Leven","Cyclops.abyssorum","SP",1996,10,6.9,0.548799720810043,-0.600021711298647
"Loch Leven","Cyclops.abyssorum","SP",1996,11,4.65,0.370617993274315,-0.992583414570903
"Loch Leven","Cyclops.abyssorum","SP",1996,12,1.6,0.129082762614772,-2.04730150968179
"Loch Leven","Cyclops.abyssorum","SP",1997,1,6.8,0.540880532919566,-0.61455685091776
"Loch Leven","Cyclops.abyssorum","SP",1997,2,7.8,0.620072411824334,-0.477919014497747
"Loch Leven","Cyclops.abyssorum","SP",1997,3,14.15,1.12294084286961,0.115950996603523
"Loch Leven","Cyclops.abyssorum","SP",1997,4,15.3,1.2140115036101,0.193930168383264
"Loch Leven","Cyclops.abyssorum","SP",1997,5,47.85,3.7917071619603,1.33281635618931
"Loch Leven","Cyclops.abyssorum","SP",1997,6,52.725,4.17776757162104,1.4297770300936
"Loch Leven","Cyclops.abyssorum","SP",1997,7,12.9,1.02395099423865,0.0236686682833074
"Loch Leven","Cyclops.abyssorum","SP",1997,8,4.825,0.384476572082649,-0.95587242275717
"Loch Leven","Cyclops.abyssorum","SP",1997,9,3.22,0.257373606440496,-1.35722652815881
"Loch Leven","Cyclops.abyssorum","SP",1997,10,26.7,2.11679892312445,0.749905005650369
"Loch Leven","Cyclops.abyssorum","SP",1997,11,12.5,0.992274242676744,-0.00775575559248184
"Loch Leven","Cyclops.abyssorum","SP",1997,12,4.3,0.342900835657646,-1.07031398248606
"Loch Leven","Cyclops.abyssorum","SP",1998,1,1.45,0.117203980779057,-2.14383943672444
"Loch Leven","Cyclops.abyssorum","SP",1998,2,5,0.398335150890984,-0.920461540388811
"Loch Leven","Cyclops.abyssorum","SP",1998,3,21.9333333333333,1.73931763367839,0.553492871757159
"Loch Leven","Cyclops.abyssorum","SP",1998,4,36.55,2.89683893033642,1.06362011846226
"Loch Leven","Cyclops.abyssorum","SP",1998,5,20.7666666666667,1.6469271082895,0.498911192954128
"Loch Leven","Cyclops.abyssorum","SP",1998,6,25.9,2.05344542000064,0.719519075050114
"Loch Leven","Cyclops.abyssorum","SP",1998,7,14.475,1.14867820351366,0.138611893072909
"Loch Leven","Cyclops.abyssorum","SP",1998,8,8.25,0.65570875733148,-0.42203855610329
"Loch Leven","Cyclops.abyssorum","SP",1998,9,7.25,0.576516878426712,-0.550750662291864
"Loch Leven","Cyclops.abyssorum","SP",1998,10,30.2,2.39397049929114,0.872953284290908
"Loch Leven","Cyclops.abyssorum","SP",1998,11,18.15,1.43970835848868,0.364440564248874
"Loch Leven","Cyclops.abyssorum","SP",1998,12,13.4,1.06354693369104,0.0616094860346876
"Loch Leven","Cyclops.abyssorum","SP",1999,1,6,0.477527029795752,-0.739134513761365
"Loch Leven","Cyclops.abyssorum","SP",1999,2,5.8,0.461688654014798,-0.772864524138058
"Loch Leven","Cyclops.abyssorum","SP",1999,3,7.45,0.592355254207665,-0.523648732514073
"Loch Leven","Cyclops.abyssorum","SP",1999,4,22.3666666666667,1.77363411453713,0.573030613763492
"Loch Leven","Cyclops.abyssorum","SP",1999,5,43.525,3.44920228569717,1.2381429827704
"Loch Leven","Cyclops.abyssorum","SP",1999,6,52.3,4.14411102308651,1.42168829588366
"Loch Leven","Cyclops.abyssorum","SP",1999,7,2.35,0.188476671793348,-1.66878103681708
"Loch Leven","Cyclops.abyssorum","SP",1999,8,4.25,0.338941241712408,-1.08192851490675
"Loch Leven","Cyclops.abyssorum","SP",1999,9,7.12,0.566221934169092,-0.568769167794542
"Loch Leven","Cyclops.abyssorum","SP",1999,10,5.2,0.414173526671937,-0.881470246423627
"Loch Leven","Cyclops.abyssorum","SP",1999,11,2.2,0.176597889957633,-1.73387993902843
"Loch Leven","Cyclops.abyssorum","SP",1999,12,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",2000,1,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",2000,2,1.75,0.140961544450487,-1.95926816019646
"Loch Leven","Cyclops.abyssorum","SP",2000,3,1.06666666666667,0.0868470938655626,-2.44360624839128
"Loch Leven","Cyclops.abyssorum","SP",2000,4,14.5333333333333,1.1532977297831,0.142625429794774
"Loch Leven","Cyclops.abyssorum","SP",2000,5,12.75,1.01207221240294,0.0119999244489299
"Loch Leven","Cyclops.abyssorum","SP",2000,6,4.2,0.334981647767169,-1.09367953144227
"Loch Leven","Cyclops.abyssorum","SP",2000,7,0.966666666666667,0.0789279059750856,-2.53922042576597
"Loch Leven","Cyclops.abyssorum","SP",2000,8,3.5,0.279547332533831,-1.27458365355525
"Loch Leven","Cyclops.abyssorum","SP",2000,9,12.1,0.960597491114837,-0.0401998015445
"Loch Leven","Cyclops.abyssorum","SP",2000,10,12.55,0.996233836621983,-0.00377327322816423
"Loch Leven","Cyclops.abyssorum","SP",2000,11,11.65,0.924961145607691,-0.0780035471003778
"Loch Leven","Cyclops.abyssorum","SP",2000,12,7.95,0.631951193660049,-0.458943113038741
"Loch Leven","Cyclops.abyssorum","SP",2001,1,2.8,0.224113017300494,-1.49560481284531
"Loch Leven","Cyclops.abyssorum","SP",2001,2,4.1,0.327062459876692,-1.11760411752752
"Loch Leven","Cyclops.abyssorum","SP",2001,3,2.75,0.220153423355255,-1.51343059679791
"Loch Leven","Cyclops.abyssorum","SP",2001,4,15.85,1.25756703700772,0.229178931318531
"Loch Leven","Cyclops.abyssorum","SP",2001,5,12.6,1.00019343056722,0.000193411861941007
"Loch Leven","Cyclops.abyssorum","SP",2001,6,11.1,0.881405612210069,-0.126237359213005
"Loch Leven","Cyclops.abyssorum","SP",2001,7,11.3,0.897243987991023,-0.108427449460544
"Loch Leven","Cyclops.abyssorum","SP",2001,8,0.566666666666667,0.0472511544131783,-3.0522781933159
"Loch Leven","Cyclops.abyssorum","SP",2001,9,0.2,0.0182141321480967,-4.0055574945594
"Loch Leven","Cyclops.abyssorum","SP",2001,10,0,0.00237575636714304,-6.04243942182044
"Loch Leven","Cyclops.abyssorum","SP",2001,11,3.1,0.247870580971924,-1.3948485199484
"Loch Leven","Cyclops.abyssorum","SP",2001,12,0,0.00237575636714304,-6.04243942182044
"Loch Leven","Cyclops.abyssorum","SP",2002,1,0.1,0.0102949442576199,-4.57610235302701
"Loch Leven","Cyclops.abyssorum","SP",2002,2,NA,NA,NA
"Loch Leven","Cyclops.abyssorum","SP",2002,3,2.6,0.20827464151954,-1.56889767831079
"Loch Leven","Cyclops.abyssorum","SP",2002,4,4.93333333333333,0.393055692297332,-0.933803966472651
"Loch Leven","Cyclops.abyssorum","SP",2002,5,4.95,0.394375556945745,-0.930451633463897
"Loch Leven","Cyclops.abyssorum","SP",2002,6,23.75,1.88318288035539,0.632963366762177
"Loch Leven","Cyclops.abyssorum","SP",2002,7,5.65,0.449809872179083,-0.798930291767399
"Loch Leven","Cyclops.abyssorum","SP",2002,8,2,0.160759514176679,-1.82784573144676
"Loch Leven","Cyclops.abyssorum","SP",2002,9,6.2,0.493365405576705,-0.706505191701097
